B-AGE,B-DATE,B-GENDER,B-JOB,B-LOCATION,B-NAME,B-ORGANIZATION,B-PATIENT_ID,B-SYMPTOM_AND_DISEASE,B-TRANSPORTATION,I-AGE,I-DATE,I-JOB,I-LOCATION,I-NAME,I-ORGANIZATION,I-PATIENT_ID,I-SYMPTOM_AND_DISEASE,I-TRANSPORTATION,O,accuracy,macro avg,weighted avg
"{'precision': 0.9665551839464883, 'recall': 0.993127147766323, 'f1-score': 0.9796610169491525, 'support': 582.0}","{'precision': 0.9745411486086442, 'recall': 0.9951632406287787, 'f1-score': 0.9847442416990727, 'support': 1654.0}","{'precision': 0.9616204690831557, 'recall': 0.9761904761904762, 'f1-score': 0.9688506981740065, 'support': 462.0}","{'precision': 0.7978723404255319, 'recall': 0.8670520231213873, 'f1-score': 0.8310249307479224, 'support': 173.0}","{'precision': 0.9647349505840072, 'recall': 0.9671245215041657, 'f1-score': 0.9659282581805915, 'support': 4441.0}","{'precision': 0.9331306990881459, 'recall': 0.9654088050314465, 'f1-score': 0.9489953632148377, 'support': 318.0}","{'precision': 0.9027777777777778, 'recall': 0.9273670557717251, 'f1-score': 0.9149072296865003, 'support': 771.0}","{'precision': 0.9801685671789787, 'recall': 0.9860349127182045, 'f1-score': 0.9830929885629041, 'support': 2005.0}","{'precision': 0.9341749323715058, 'recall': 0.9119718309859155, 'f1-score': 0.9229398663697105, 'support': 1136.0}","{'precision': 0.9789473684210527, 'recall': 0.9637305699481865, 'f1-score': 0.9712793733681462, 'support': 193.0}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6.0}","{'precision': 0.9869983041266253, 'recall': 0.9977142857142857, 'f1-score': 0.9923273657289002, 'support': 1750.0}","{'precision': 0.822429906542056, 'recall': 0.7719298245614035, 'f1-score': 0.7963800904977375, 'support': 114.0}","{'precision': 0.9619732785200411, 'recall': 0.9516063440422936, 'f1-score': 0.9567617295308187, 'support': 4918.0}","{'precision': 1.0, 'recall': 0.7692307692307693, 'f1-score': 0.8695652173913043, 'support': 13.0}","{'precision': 0.9219512195121952, 'recall': 0.9384309831181727, 'f1-score': 0.9301181102362205, 'support': 2014.0}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 27.0}","{'precision': 0.9371428571428572, 'recall': 0.882907133243607, 'f1-score': 0.9092169092169092, 'support': 1486.0}","{'precision': 0.9436619718309859, 'recall': 0.9710144927536232, 'f1-score': 0.9571428571428572, 'support': 69.0}","{'precision': 0.9916316675318139, 'recall': 0.9920530009756712, 'f1-score': 0.991842289508256, 'support': 63546.0}",0.9824575737062023,"{'precision': 0.8480156321345932, 'recall': 0.8414028708653218, 'f1-score': 0.8437389268102924, 'support': 85678.0}","{'precision': 0.9820843241396016, 'recall': 0.9824575737062023, 'f1-score': 0.9822382806327561, 'support': 85678.0}"
