B-AGE,B-DATE,B-GENDER,B-JOB,B-LOCATION,B-NAME,B-ORGANIZATION,B-PATIENT_ID,B-SYMPTOM_AND_DISEASE,B-TRANSPORTATION,I-AGE,I-DATE,I-JOB,I-LOCATION,I-NAME,I-ORGANIZATION,I-PATIENT_ID,I-SYMPTOM_AND_DISEASE,I-TRANSPORTATION,O,accuracy,macro avg,weighted avg
"{'precision': 0.7483443708609272, 'recall': 0.9707903780068728, 'f1-score': 0.8451757666417352, 'support': 582.0}","{'precision': 0.9493914157591288, 'recall': 0.8960096735187424, 'f1-score': 0.9219284603421461, 'support': 1654.0}","{'precision': 0.8686274509803922, 'recall': 0.9588744588744589, 'f1-score': 0.911522633744856, 'support': 462.0}","{'precision': 0.6626506024096386, 'recall': 0.6358381502890174, 'f1-score': 0.6489675516224189, 'support': 173.0}","{'precision': 0.8630328441649197, 'recall': 0.834271560459356, 'f1-score': 0.8484085184337073, 'support': 4441.0}","{'precision': 0.8315018315018315, 'recall': 0.7138364779874213, 'f1-score': 0.7681895093062606, 'support': 318.0}","{'precision': 0.8304635761589404, 'recall': 0.8132295719844358, 'f1-score': 0.8217562254259502, 'support': 771.0}","{'precision': 0.8831615120274914, 'recall': 0.8972568578553616, 'f1-score': 0.8901533894111826, 'support': 2005.0}","{'precision': 0.8860630722278738, 'recall': 0.766725352112676, 'f1-score': 0.8220858895705522, 'support': 1136.0}","{'precision': 0.8829787234042553, 'recall': 0.8601036269430051, 'f1-score': 0.8713910761154856, 'support': 193.0}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 6.0}","{'precision': 0.9130901287553648, 'recall': 0.9725714285714285, 'f1-score': 0.9418926397343663, 'support': 1750.0}","{'precision': 0.43333333333333335, 'recall': 0.11403508771929824, 'f1-score': 0.18055555555555555, 'support': 114.0}","{'precision': 0.8213022675265238, 'recall': 0.8027653517690118, 'f1-score': 0.8119280205655527, 'support': 4918.0}","{'precision': 1.0, 'recall': 0.23076923076923078, 'f1-score': 0.375, 'support': 13.0}","{'precision': 0.8315789473684211, 'recall': 0.7845084409136047, 'f1-score': 0.8073582013285642, 'support': 2014.0}","{'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 27.0}","{'precision': 0.892292490118577, 'recall': 0.607671601615074, 'f1-score': 0.7229783827061649, 'support': 1486.0}","{'precision': 0.8461538461538461, 'recall': 0.3188405797101449, 'f1-score': 0.4631578947368421, 'support': 69.0}","{'precision': 0.9634968611950709, 'recall': 0.9781890284203569, 'f1-score': 0.9707873591491555, 'support': 63546.0}",0.9375335558719858,"{'precision': 0.7553731636973268, 'recall': 0.6578143428759748, 'f1-score': 0.6811618537195249, 'support': 85678.0}","{'precision': 0.9359684466508572, 'recall': 0.9375335558719858, 'f1-score': 0.9357295002493871, 'support': 85678.0}"
